latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-19.78042,46.29881,311.0,1.28,1.12,2025-09-09,544,T,42,6.1NRT,299.98,5.53,D
-20.29883,46.57679,313.35,1.22,1.1,2025-09-09,544,T,63,6.1NRT,301.11,7.81,D
-20.33901,46.8251,309.25,1.18,1.08,2025-09-09,544,T,54,6.1NRT,295.93,6.02,D
-20.36237,46.60065,313.42,1.21,1.09,2025-09-09,544,T,65,6.1NRT,301.89,7.48,D
-20.79484,46.72459,313.66,1.18,1.08,2025-09-09,544,T,66,6.1NRT,299.09,9.04,D
-21.07191,45.72074,315.21,1.32,1.14,2025-09-09,544,T,51,6.1NRT,303.22,9.57,D
-21.238,45.97728,311.79,1.27,1.12,2025-09-09,544,T,58,6.1NRT,297.32,7.74,D
-21.01112,44.56594,313.5,1.58,1.24,2025-09-09,544,T,59,6.1NRT,300.76,10.82,D
-21.53968,45.31223,313.51,1.38,1.16,2025-09-09,544,T,62,6.1NRT,301.55,9.02,D
-21.87258,46.16036,311.78,1.22,1.1,2025-09-09,544,T,60,6.1NRT,300.35,6.68,D
-21.86058,45.76618,309.11,1.28,1.12,2025-09-09,544,T,46,6.1NRT,298.71,5.7,D
-22.16579,47.50862,306.4,1.06,1.03,2025-09-09,544,T,45,6.1NRT,295.33,4.44,D
-22.06391,45.75436,315.86,1.28,1.12,2025-09-09,544,T,69,6.1NRT,298.18,12.74,D
-22.15062,44.80147,311.6,1.45,1.19,2025-09-09,544,T,56,6.1NRT,300.82,7.4,D
-22.15299,44.81536,312.61,1.45,1.19,2025-09-09,544,T,59,6.1NRT,300.71,8.68,D
-22.14874,44.59809,313.9,1.5,1.21,2025-09-09,544,T,63,6.1NRT,303.16,8.76,D
-22.15943,44.59612,315.01,1.5,1.21,2025-09-09,544,T,65,6.1NRT,303.3,10.45,D
-23.15608,45.33683,313.89,1.3,1.13,2025-09-09,546,T,64,6.1NRT,300.85,9.63,D
-23.39789,46.46026,313.41,1.13,1.06,2025-09-09,546,T,66,6.1NRT,294.48,13.97,D
-23.14283,44.3323,314.94,1.5,1.21,2025-09-09,546,T,62,6.1NRT,302.15,11.44,D
-23.14609,44.32546,315.58,1.5,1.21,2025-09-09,546,T,64,6.1NRT,302.5,11.82,D
-23.84678,45.85771,309.35,1.19,1.09,2025-09-09,546,T,49,6.1NRT,298.54,4.6,D
-24.1383,47.2512,311.21,1.04,1.02,2025-09-09,546,T,59,6.1NRT,298.44,6.96,D
-24.03917,45.84335,310.59,1.19,1.08,2025-09-09,546,T,50,6.1NRT,299.76,5.77,D
-24.25733,46.70323,317.7,1.08,1.04,2025-09-09,546,T,69,6.1NRT,298.74,10.18,D
